Month,Percentage,City,State,Percentage of Potentially Available Beds Needed,Percentage of Potentially Available ICU Beds Needed
12,0.6,Grand Rapids,MI,2.28 ,5.15 
12,0.6,Great Falls,MT,0.74 ,2.72 
12,0.6,Greeley,CO,2.06 ,4.87 
12,0.6,Green Bay,WI,2.28 ,4.81 
12,0.6,Greensboro,NC,2.66 ,5.01 
12,0.6,Greenville,NC,2.18 ,2.70 
12,0.6,Greenville,SC,2.07 ,4.19 
12,0.6,Gulfport,MS,1.48 ,2.35 
12,0.6,Hackensack,NJ,1.79 ,6.85 
12,0.6,Harlingen,TX,2.07 ,4.52 
12,0.6,Harrisburg,PA,2.08 ,5.60 
12,0.6,Hartford,CT,2.78 ,4.95 
12,0.6,Hattiesburg,MS,0.98 ,3.77 
12,0.6,Hickory,NC,2.26 ,4.71 
12,0.6,Hinsdale,IL,2.21 ,2.62 
12,0.6,Honolulu,HI,2.74 ,6.98 
12,0.6,Houma,LA,1.55 ,3.73 
12,0.6,Houston,TX,2.24 ,3.69 
12,0.6,Hudson,FL,2.04 ,3.48 
12,0.6,Huntington,WV,1.20 ,2.27 
12,0.6,Huntsville,AL,1.78 ,2.96 
12,0.6,Idaho Falls,ID,1.84 ,4.35 
12,0.6,Indianapolis,IN,1.73 ,2.69 
12,0.6,Iowa City,IA,1.19 ,2.35 
12,0.6,Jackson,MS,1.03 ,2.56 
12,0.6,Jackson,TN,1.46 ,2.77 
12,0.6,Jacksonville,FL,1.70 ,2.99 
12,0.6,Johnson City,TN,1.53 ,3.27 
12,0.6,Johnstown,PA,1.26 ,4.69 
12,0.6,Joliet,IL,2.10 ,4.50 
12,0.6,Jonesboro,AR,1.13 ,3.38 
12,0.6,Joplin,MO,1.54 ,2.70 
12,0.6,Kalamazoo,MI,2.03 ,5.88 
12,0.6,Kansas City,MO,1.73 ,3.21 
12,0.6,Kettering,OH,2.11 ,3.41 
12,0.6,Kingsport,TN,1.49 ,2.74 
12,0.6,Knoxville,TN,2.14 ,5.52 
12,0.6,La Crosse,WI,2.52 ,4.21 
12,0.6,Lafayette,IN,2.52 ,7.21 
12,0.6,Lafayette,LA,1.64 ,3.08 
12,0.6,Lake Charles,LA,1.39 ,3.00 
12,0.6,Lakeland,FL,1.88 ,3.69 
12,0.6,Lancaster,PA,2.87 ,7.00 
12,0.6,Lansing,MI,2.24 ,2.81 
12,0.6,Las Vegas,NV,2.70 ,3.29 
12,0.6,Lawton,OK,1.18 ,2.52 
12,0.6,Lebanon,NH,2.15 ,3.78 
12,0.6,Lexington,KY,1.40 ,2.85 
12,0.6,Lincoln,NE,1.26 ,5.55 
12,0.6,Little Rock,AR,1.45 ,3.19 
12,0.6,Longview,TX,4.20 ,4.45 
12,0.6,Los Angeles,CA,2.48 ,4.07 
12,0.6,Louisville,KY,1.97 ,3.72 
12,0.6,Lubbock,TX,1.65 ,2.50 
12,0.6,Lynchburg,VA,1.24 ,5.46 
12,0.6,Macon,GA,1.50 ,3.43 
12,0.6,Madison,WI,2.25 ,4.07 
12,0.6,Manchester,NH,2.74 ,6.80 
12,0.6,Manhattan,NY,1.93 ,3.59 
12,0.6,Marquette,MI,1.55 ,4.72 
12,0.6,Marshfield,WI,2.55 ,5.43 
12,0.6,Mason City,IA,1.22 ,8.08 
12,0.6,McAllen,TX,1.43 ,1.73 
12,0.6,Medford,OR,2.48 ,6.94 
12,0.6,Melrose Park,IL,2.12 ,3.86 
12,0.6,Memphis,TN,1.59 ,3.55 
12,0.6,Meridian,MS,0.80 ,3.58 
12,0.6,Mesa,AZ,3.45 ,5.06 
12,0.6,Metairie,LA,2.44 ,4.27 
12,0.6,Miami,FL,1.89 ,3.90 
12,0.6,Milwaukee,WI,2.31 ,3.24 
12,0.6,Minneapolis,MN,2.27 ,5.38 
12,0.6,Minot,ND,0.71 ,7.07 
12,0.6,Missoula,MT,1.84 ,5.00 
12,0.6,Mobile,AL,1.97 ,3.09 
12,0.6,Modesto,CA,2.90 ,7.41 
12,0.6,Monroe,LA,1.05 ,2.68 
12,0.6,Montgomery,AL,1.78 ,3.35 
12,0.6,Morgantown,WV,1.35 ,3.09 
12,0.6,Morristown,NJ,2.71 ,7.09 
12,0.6,Muncie,IN,2.14 ,5.36 
12,0.6,Munster,IN,0.93 ,2.89 
12,0.6,Muskegon,MI,2.34 ,3.92 
12,0.6,Napa,CA,3.07 ,3.68 
12,0.6,Nashville,TN,1.75 ,2.82 
12,0.6,Neenah,WI,2.27 ,5.00 
12,0.6,New Brunswick,NJ,2.51 ,4.41 
12,0.6,New Haven,CT,2.88 ,5.30 
12,0.6,New Orleans,LA,1.36 ,2.48 
12,0.6,Newark,NJ,2.17 ,3.58 
12,0.6,Newport News,VA,3.24 ,4.25 
12,0.6,Norfolk,VA,2.54 ,5.01 
12,0.6,Ocala,FL,3.46 ,4.92 
12,0.6,Odessa,TX,1.49 ,3.49 
12,0.6,Ogden,UT,2.59 ,4.00 
12,0.6,Oklahoma City,OK,1.55 ,3.29 
12,0.6,Olympia,WA,3.70 ,5.46 
12,0.6,Omaha,NE,1.46 ,2.86 
12,0.6,Orange County,CA,2.73 ,4.75 
12,0.6,Orlando,FL,1.99 ,3.35 
12,0.6,Ormond Beach,FL,2.43 ,3.12 
12,0.6,Owensboro,KY,1.68 ,4.12 
12,0.6,Oxford,MS,0.83 ,4.73 
12,0.6,Paducah,KY,1.09 ,3.14 
12,0.6,Palm Springs/Rancho Mira,CA,1.95 ,6.65 
12,0.6,Paterson,NJ,1.53 ,5.81 
12,0.6,Pensacola,FL,1.94 ,3.61 
12,0.6,Peoria,IL,1.68 ,3.81 
12,0.6,Petoskey,MI,1.88 ,3.04 
12,0.6,Philadelphia,PA,1.93 ,3.30 
12,0.6,Phoenix,AZ,2.41 ,3.60 
12,0.6,Pittsburgh,PA,1.81 ,2.89 
12,0.6,Pontiac,MI,2.54 ,4.67 
12,0.6,Portland,ME,2.29 ,5.35 
12,0.6,Portland,OR,2.87 ,4.20 
12,0.6,Providence,RI,2.80 ,4.71 
12,0.6,Provo,UT,2.65 ,4.17 
12,0.6,Pueblo,CO,1.38 ,7.59 
12,0.6,Raleigh,NC,2.93 ,5.43 
12,0.6,Rapid City,SD,1.20 ,4.82 
12,0.6,Reading,PA,2.08 ,5.69 
12,0.6,Redding,CA,2.19 ,3.11 
12,0.6,Reno,NV,2.00 ,2.07 
12,0.6,Richmond,VA,1.96 ,4.12 
12,0.6,Ridgewood,NJ,2.60 ,5.15 
12,0.6,Roanoke,VA,1.73 ,2.74 
12,0.6,Rochester,MN,1.11 ,1.79 
12,0.6,Rochester,NY,1.89 ,4.99 
12,0.6,Rockford,IL,2.40 ,3.44 
12,0.6,Rome,GA,1.93 ,4.47 
12,0.6,Royal Oak,MI,1.28 ,2.41 
12,0.6,Sacramento,CA,3.04 ,4.44 
12,0.6,Saginaw,MI,1.25 ,3.43 
12,0.6,Salem,OR,3.32 ,6.22 
12,0.6,Salinas,CA,2.43 ,4.93 
12,0.6,Salisbury,MD,4.09 ,8.35 
12,0.6,Salt Lake City,UT,2.20 ,3.35 
12,0.6,San Angelo,TX,1.17 ,4.42 
12,0.6,San Antonio,TX,2.08 ,3.99 
12,0.6,San Bernardino,CA,2.52 ,4.50 
12,0.6,San Diego,CA,3.04 ,4.52 
12,0.6,San Francisco,CA,2.15 ,3.53 
12,0.6,San Jose,CA,3.46 ,5.18 
12,0.6,San Luis Obispo,CA,3.04 ,4.48 
12,0.6,San Mateo County,CA,2.77 ,4.17 
12,0.6,Santa Barbara,CA,2.71 ,5.42 
12,0.6,Santa Cruz,CA,3.59 ,14.36 
12,0.6,Santa Rosa,CA,2.15 ,5.38 
12,0.6,Sarasota,FL,1.80 ,3.49 
12,0.6,Savannah,GA,2.17 ,5.81 
12,0.6,Sayre,PA,1.62 ,3.20 
12,0.6,Scranton,PA,1.96 ,5.02 
12,0.6,Seattle,WA,3.30 ,4.95 
12,0.6,Shreveport,LA,1.25 ,2.45 
12,0.6,Sioux City,IA,1.30 ,4.37 
12,0.6,Sioux Falls,SD,0.89 ,7.18 
12,0.6,Slidell,LA,1.44 ,1.33 
12,0.6,South Bend,IN,2.47 ,4.47 
12,0.6,Spartanburg,SC,2.32 ,2.89 
12,0.6,Spokane,WA,1.91 ,4.49 
12,0.6,Springdale,AR,2.06 ,3.71 
12,0.6,Springfield,IL,1.50 ,4.05 
12,0.6,Springfield,MA,2.41 ,4.06 
12,0.6,Springfield,MO,2.02 ,4.41 
12,0.6,St. Cloud,MN,1.50 ,5.87 
12,0.6,St. Joseph,MI,1.48 ,7.36 
12,0.6,St. Louis,MO,1.54 ,2.78 
12,0.6,St. Paul,MN,3.24 ,6.48 
12,0.6,St. Petersburg,FL,1.49 ,3.93 
12,0.6,Stockton,CA,3.07 ,5.00 
12,0.6,Sun City,AZ,1.82 ,2.66 
12,0.6,Syracuse,NY,1.73 ,4.69 
12,0.6,Tacoma,WA,3.02 ,4.36 
12,0.6,Takoma Park,MD,4.38 ,6.88 
12,0.6,Tallahassee,FL,1.95 ,4.84 
12,0.6,Tampa,FL,1.84 ,3.06 
12,0.6,Temple,TX,2.43 ,3.30 
12,0.6,Terre Haute,IN,1.74 ,2.54 
12,0.6,Texarkana,AR,1.61 ,2.41 
12,0.6,Toledo,OH,1.69 ,2.19 
12,0.6,Topeka,KS,1.55 ,3.96 
12,0.6,Traverse City,MI,1.56 ,10.82 
12,0.6,Tucson,AZ,2.14 ,3.67 
12,0.6,Tulsa,OK,1.50 ,2.99 
12,0.6,Tupelo,MS,1.05 ,3.35 
12,0.6,Tuscaloosa,AL,1.31 ,2.11 
12,0.6,Tyler,TX,1.98 ,2.30 
12,0.6,Urbana,IL,1.97 ,4.21 
12,0.6,Ventura,CA,4.08 ,4.66 
12,0.6,Victoria,TX,1.05 ,3.31 
12,0.6,Waco,TX,2.26 ,5.71 
12,0.6,Washington,DC,2.71 ,4.68 
12,0.6,Waterloo,IA,1.40 ,5.50 
12,0.6,Wausau,WI,2.31 ,2.41 
12,0.6,White Plains,NY,2.10 ,4.26 
12,0.6,Wichita Falls,TX,1.59 ,8.75 
12,0.6,Wichita,KS,1.17 ,2.69 
12,0.6,Wilkes-Barre,PA,1.84 ,2.95 
12,0.6,Wilmington,DE,2.17 ,3.81 
12,0.6,Wilmington,NC,2.61 ,6.69 
12,0.6,Winchester,VA,2.09 ,6.04 
12,0.6,Winston-Salem,NC,2.04 ,3.08 
12,0.6,Worcester,MA,2.78 ,5.48 
12,0.6,Yakima,WA,3.22 ,4.36 
12,0.6,York,PA,2.55 ,7.30 
12,0.6,Youngstown,OH,2.01 ,4.18 
18,0.2,Akron,OH,0.53 ,0.77 
18,0.2,Alameda County,CA,0.70 ,1.15 
18,0.2,Albany,GA,0.31 ,0.72 
18,0.2,Albany,NY,0.42 ,0.95 
18,0.2,Albuquerque,NM,0.61 ,0.98 
18,0.2,Alexandria,LA,0.30 ,1.42 
18,0.2,Allentown,PA,0.39 ,0.80 
18,0.2,Altoona,PA,0.55 ,1.09 
18,0.2,Amarillo,TX,0.31 ,0.47 
18,0.2,Anchorage,AK,0.46 ,1.09 
18,0.2,Ann Arbor,MI,0.52 ,0.82 
18,0.2,Appleton,WI,0.69 ,0.93 
18,0.2,Arlington,VA,0.82 ,1.13 
18,0.2,Asheville,NC,0.49 ,0.75 
18,0.2,Atlanta,GA,0.56 ,0.92 
18,0.2,Augusta,GA,0.32 ,0.47 
18,0.2,Aurora,IL,0.53 ,1.13 
18,0.2,Austin,TX,0.71 ,1.01 
18,0.2,Bakersfield,CA,0.48 ,1.12 
18,0.2,Baltimore,MD,0.41 ,0.68 
18,0.2,Bangor,ME,0.39 ,1.02 
18,0.2,Baton Rouge,LA,0.33 ,0.77 
18,0.2,Beaumont,TX,0.49 ,0.89 
18,0.2,Bend,OR,0.59 ,1.44 
18,0.2,Billings,MT,0.26 ,0.89 
18,0.2,Binghamton,NY,0.39 ,1.66 
18,0.2,Birmingham,AL,0.32 ,0.53 
18,0.2,Bismarck,ND,0.24 ,0.58 
18,0.2,Bloomington,IL,0.48 ,1.30 
18,0.2,Blue Island,IL,0.46 ,0.62 
18,0.2,Boise,ID,0.48 ,0.97 
18,0.2,Boston,MA,0.57 ,0.98 
18,0.2,Boulder,CO,0.51 ,0.75 
18,0.2,Bradenton,FL,0.44 ,0.76 
18,0.2,Bridgeport,CT,0.57 ,1.06 
18,0.2,Bronx,NY,0.40 ,1.03 
18,0.2,Bryan,TX,0.46 ,0.88 
18,0.2,Buffalo,NY,0.34 ,1.04 
18,0.2,Burlington,VT,0.41 ,1.12 
18,0.2,Camden,NJ,0.46 ,0.89 
18,0.2,Canton,OH,0.42 ,0.65 
18,0.2,Cape Girardeau,MO,0.30 ,0.66 
18,0.2,Casper,WY,0.28 ,1.15 
18,0.2,Cedar Rapids,IA,0.37 ,1.39 
18,0.2,Charleston,SC,0.42 ,0.85 
18,0.2,Charleston,WV,0.32 ,0.70 
18,0.2,Charlotte,NC,0.57 ,0.76 
18,0.2,Charlottesville,VA,0.50 ,1.00 
18,0.2,Chattanooga,TN,0.40 ,0.74 
18,0.2,Chicago,IL,0.33 ,0.62 
18,0.2,Chico,CA,0.64 ,1.30 
18,0.2,Cincinnati,OH,0.44 ,0.67 
18,0.2,Clearwater,FL,0.36 ,0.92 
18,0.2,Cleveland,OH,0.30 ,0.54 
18,0.2,Colorado Springs,CO,0.66 ,1.22 
18,0.2,Columbia,MO,0.37 ,0.80 
18,0.2,Columbia,SC,0.43 ,0.69 
18,0.2,Columbus,GA,0.31 ,1.00 
18,0.2,Columbus,OH,0.47 ,1.02 
18,0.2,Contra Costa County,CA,0.64 ,1.15 
18,0.2,Corpus Christi,TX,0.53 ,0.83 
18,0.2,Covington,KY,0.53 ,0.95 
18,0.2,Dallas,TX,0.49 ,0.84 
18,0.2,Danville,PA,0.40 ,0.93 
18,0.2,Davenport,IA,0.30 ,0.75 
18,0.2,Dayton,OH,0.54 ,0.85 
18,0.2,Dearborn,MI,0.36 ,0.53 
18,0.2,Denver,CO,0.54 ,0.77 
18,0.2,Des Moines,IA,0.40 ,1.36 
18,0.2,Detroit,MI,0.44 ,0.76 
18,0.2,Dothan,AL,0.29 ,0.82 
18,0.2,Dubuque,IA,0.31 ,1.92 
18,0.2,Duluth,MN,0.28 ,0.39 
18,0.2,Durham,NC,0.35 ,0.42 
18,0.2,East Long Island,NY,0.62 ,1.28 
18,0.2,El Paso,TX,0.53 ,0.99 
18,0.2,Elgin,IL,0.64 ,1.12 
18,0.2,Elmira,NY,0.34 ,0.96 
18,0.2,Elyria,OH,0.55 ,0.95 
18,0.2,Erie,PA,0.40 ,0.84 
18,0.2,Eugene,OR,0.69 ,1.21 
18,0.2,Evanston,IL,0.49 ,0.62 
18,0.2,Evansville,IN,0.30 ,0.44 
18,0.2,Everett,WA,0.77 ,1.93 
18,0.2,Fargo/Moorhead MN,ND,0.30 ,0.75 
18,0.2,Flint,MI,0.42 ,0.77 
18,0.2,Florence,SC,0.31 ,0.38 
18,0.2,Fort Collins,CO,0.49 ,2.45 
18,0.2,Fort Lauderdale,FL,0.44 ,0.83 
18,0.2,Fort Myers,FL,0.50 ,1.34 
18,0.2,Fort Smith,AR,0.37 ,0.79 
18,0.2,Fort Wayne,IN,0.34 ,0.49 
18,0.2,Fort Worth,TX,0.56 ,0.96 
18,0.2,Fresno,CA,0.66 ,1.23 
18,0.2,Gainesville,FL,0.37 ,0.47 
18,0.2,Gary,IN,0.34 ,0.56 
18,0.2,Grand Forks,ND,0.18 ,1.04 
18,0.2,Grand Junction,CO,0.49 ,1.00 
18,0.2,Grand Rapids,MI,0.50 ,1.12 
18,0.2,Great Falls,MT,0.16 ,0.59 
18,0.2,Greeley,CO,0.45 ,1.06 
18,0.2,Green Bay,WI,0.50 ,1.05 
18,0.2,Greensboro,NC,0.58 ,1.09 
18,0.2,Greenville,NC,0.47 ,0.59 
18,0.2,Greenville,SC,0.45 ,0.91 
18,0.2,Gulfport,MS,0.32 ,0.52 
18,0.2,Hackensack,NJ,0.39 ,1.49 
18,0.2,Harlingen,TX,0.45 ,0.99 
18,0.2,Harrisburg,PA,0.45 ,1.22 
18,0.2,Hartford,CT,0.60 ,1.08 
18,0.2,Hattiesburg,MS,0.21 ,0.82 
18,0.2,Hickory,NC,0.49 ,1.02 
18,0.2,Hinsdale,IL,0.48 ,0.57 
18,0.2,Honolulu,HI,0.60 ,1.52 
18,0.2,Houma,LA,0.34 ,0.82 
18,0.2,Houston,TX,0.49 ,0.80 
18,0.2,Hudson,FL,0.44 ,0.75 
18,0.2,Huntington,WV,0.26 ,0.50 
18,0.2,Huntsville,AL,0.39 ,0.64 
18,0.2,Idaho Falls,ID,0.40 ,0.94 
18,0.2,Indianapolis,IN,0.38 ,0.58 
18,0.2,Iowa City,IA,0.26 ,0.51 
18,0.2,Jackson,MS,0.22 ,0.56 
18,0.2,Jackson,TN,0.32 ,0.60 
18,0.2,Jacksonville,FL,0.37 ,0.65 
18,0.2,Johnson City,TN,0.33 ,0.71 
18,0.2,Johnstown,PA,0.27 ,1.03 
18,0.2,Joliet,IL,0.46 ,0.98 
18,0.2,Jonesboro,AR,0.25 ,0.74 
18,0.2,Joplin,MO,0.34 ,0.59 
18,0.2,Kalamazoo,MI,0.44 ,1.28 
18,0.2,Kansas City,MO,0.38 ,0.70 
18,0.2,Kettering,OH,0.46 ,0.74 
18,0.2,Kingsport,TN,0.32 ,0.59 
18,0.2,Knoxville,TN,0.46 ,1.20 
18,0.2,La Crosse,WI,0.55 ,0.92 
18,0.2,Lafayette,IN,0.55 ,1.58 
18,0.2,Lafayette,LA,0.36 ,0.67 
18,0.2,Lake Charles,LA,0.30 ,0.65 
18,0.2,Lakeland,FL,0.41 ,0.80 
18,0.2,Lancaster,PA,0.62 ,1.52 
18,0.2,Lansing,MI,0.49 ,0.61 
18,0.2,Las Vegas,NV,0.59 ,0.72 
18,0.2,Lawton,OK,0.26 ,0.56 
18,0.2,Lebanon,NH,0.47 ,0.83 
18,0.2,Lexington,KY,0.30 ,0.62 
18,0.2,Lincoln,NE,0.27 ,1.20 
18,0.2,Little Rock,AR,0.32 ,0.69 
18,0.2,Longview,TX,0.91 ,0.97 
18,0.2,Los Angeles,CA,0.54 ,0.88 
18,0.2,Louisville,KY,0.43 ,0.81 
18,0.2,Lubbock,TX,0.36 ,0.54 
18,0.2,Lynchburg,VA,0.27 ,1.19 
18,0.2,Macon,GA,0.33 ,0.74 
18,0.2,Madison,WI,0.49 ,0.89 
18,0.2,Manchester,NH,0.60 ,1.47 
18,0.2,Manhattan,NY,0.42 ,0.78 
18,0.2,Marquette,MI,0.34 ,1.03 
18,0.2,Marshfield,WI,0.55 ,1.18 
18,0.2,Mason City,IA,0.27 ,1.75 
18,0.2,McAllen,TX,0.31 ,0.38 
18,0.2,Medford,OR,0.54 ,1.51 
18,0.2,Melrose Park,IL,0.46 ,0.84 
18,0.2,Memphis,TN,0.35 ,0.77 
18,0.2,Meridian,MS,0.17 ,0.79 
18,0.2,Mesa,AZ,0.75 ,1.10 
18,0.2,Metairie,LA,0.53 ,0.92 
18,0.2,Miami,FL,0.41 ,0.85 
18,0.2,Milwaukee,WI,0.50 ,0.70 
18,0.2,Minneapolis,MN,0.49 ,1.17 
18,0.2,Minot,ND,0.16 ,1.50 
18,0.2,Missoula,MT,0.40 ,1.08 
18,0.2,Mobile,AL,0.43 ,0.67 
18,0.2,Modesto,CA,0.63 ,1.60 
18,0.2,Monroe,LA,0.23 ,0.58 
18,0.2,Montgomery,AL,0.39 ,0.73 
18,0.2,Morgantown,WV,0.29 ,0.67 
18,0.2,Morristown,NJ,0.59 ,1.54 
18,0.2,Muncie,IN,0.47 ,1.18 
18,0.2,Munster,IN,0.20 ,0.64 
18,0.2,Muskegon,MI,0.51 ,0.86 
18,0.2,Napa,CA,0.67 ,0.80 
18,0.2,Nashville,TN,0.38 ,0.61 
18,0.2,Neenah,WI,0.49 ,1.09 
18,0.2,New Brunswick,NJ,0.55 ,0.96 
18,0.2,New Haven,CT,0.62 ,1.15 
18,0.2,New Orleans,LA,0.30 ,0.54 
18,0.2,Newark,NJ,0.47 ,0.78 
18,0.2,Newport News,VA,0.70 ,0.93 
18,0.2,Norfolk,VA,0.55 ,1.09 
18,0.2,Ocala,FL,0.75 ,1.07 
18,0.2,Odessa,TX,0.32 ,0.76 
18,0.2,Ogden,UT,0.56 ,0.87 
18,0.2,Oklahoma City,OK,0.34 ,0.72 
18,0.2,Olympia,WA,0.81 ,1.19 
18,0.2,Omaha,NE,0.32 ,0.62 
18,0.2,Orange County,CA,0.59 ,1.03 
18,0.2,Orlando,FL,0.43 ,0.73 
18,0.2,Ormond Beach,FL,0.53 ,0.68 
18,0.2,Owensboro,KY,0.37 ,0.88 
18,0.2,Oxford,MS,0.18 ,1.05 
18,0.2,Paducah,KY,0.24 ,0.68 
18,0.2,Palm Springs/Rancho Mira,CA,0.42 ,1.46 
18,0.2,Paterson,NJ,0.33 ,1.27 
18,0.2,Pensacola,FL,0.42 ,0.79 
18,0.2,Peoria,IL,0.36 ,0.82 
18,0.2,Petoskey,MI,0.41 ,0.67 
18,0.2,Philadelphia,PA,0.42 ,0.72 
18,0.2,Phoenix,AZ,0.52 ,0.78 
18,0.2,Pittsburgh,PA,0.39 ,0.63 
18,0.2,Pontiac,MI,0.55 ,1.01 
18,0.2,Portland,ME,0.50 ,1.17 
18,0.2,Portland,OR,0.62 ,0.91 
18,0.2,Providence,RI,0.61 ,1.03 
18,0.2,Provo,UT,0.58 ,0.91 
18,0.2,Pueblo,CO,0.30 ,1.65 
18,0.2,Raleigh,NC,0.64 ,1.18 
18,0.2,Rapid City,SD,0.26 ,1.06 
18,0.2,Reading,PA,0.45 ,1.24 
18,0.2,Redding,CA,0.48 ,0.67 
18,0.2,Reno,NV,0.43 ,0.45 
18,0.2,Richmond,VA,0.43 ,0.90 
18,0.2,Ridgewood,NJ,0.56 ,1.12 
18,0.2,Roanoke,VA,0.38 ,0.60 
18,0.2,Rochester,MN,0.24 ,0.39 
18,0.2,Rochester,NY,0.41 ,1.09 
18,0.2,Rockford,IL,0.52 ,0.75 
18,0.2,Rome,GA,0.42 ,0.98 
18,0.2,Royal Oak,MI,0.28 ,0.52 
18,0.2,Sacramento,CA,0.66 ,0.96 
18,0.2,Saginaw,MI,0.27 ,0.74 
18,0.2,Salem,OR,0.72 ,1.35 
18,0.2,Salinas,CA,0.53 ,1.07 
18,0.2,Salisbury,MD,0.89 ,1.81 
18,0.2,Salt Lake City,UT,0.48 ,0.73 
18,0.2,San Angelo,TX,0.25 ,0.96 
18,0.2,San Antonio,TX,0.45 ,0.87 
18,0.2,San Bernardino,CA,0.55 ,0.98 
18,0.2,San Diego,CA,0.66 ,0.98 
18,0.2,San Francisco,CA,0.47 ,0.77 
18,0.2,San Jose,CA,0.75 ,1.13 
18,0.2,San Luis Obispo,CA,0.66 ,0.98 
18,0.2,San Mateo County,CA,0.60 ,0.91 
18,0.2,Santa Barbara,CA,0.59 ,1.19 
18,0.2,Santa Cruz,CA,0.78 ,3.14 
18,0.2,Santa Rosa,CA,0.47 ,1.17 
18,0.2,Sarasota,FL,0.39 ,0.76 
18,0.2,Savannah,GA,0.47 ,1.27 
18,0.2,Sayre,PA,0.35 ,0.69 
18,0.2,Scranton,PA,0.43 ,1.08 
18,0.2,Seattle,WA,0.72 ,1.08 
18,0.2,Shreveport,LA,0.27 ,0.53 
18,0.2,Sioux City,IA,0.28 ,0.95 
18,0.2,Sioux Falls,SD,0.19 ,1.56 
18,0.2,Slidell,LA,0.31 ,0.29 
18,0.2,South Bend,IN,0.54 ,0.97 
18,0.2,Spartanburg,SC,0.50 ,0.63 
18,0.2,Spokane,WA,0.42 ,0.98 
18,0.2,Springdale,AR,0.45 ,0.81 
18,0.2,Springfield,IL,0.33 ,0.88 
18,0.2,Springfield,MA,0.52 ,0.88 
18,0.2,Springfield,MO,0.44 ,0.96 
18,0.2,St. Cloud,MN,0.33 ,1.26 
18,0.2,St. Joseph,MI,0.32 ,1.57 
18,0.2,St. Louis,MO,0.33 ,0.61 
18,0.2,St. Paul,MN,0.70 ,1.41 
18,0.2,St. Petersburg,FL,0.33 ,0.86 
18,0.2,Stockton,CA,0.67 ,1.09 
18,0.2,Sun City,AZ,0.40 ,0.58 
18,0.2,Syracuse,NY,0.38 ,1.02 
18,0.2,Tacoma,WA,0.66 ,0.95 
18,0.2,Takoma Park,MD,0.95 ,1.49 
18,0.2,Tallahassee,FL,0.42 ,1.05 
18,0.2,Tampa,FL,0.40 ,0.66 
18,0.2,Temple,TX,0.53 ,0.72 
18,0.2,Terre Haute,IN,0.38 ,0.56 
18,0.2,Texarkana,AR,0.35 ,0.53 
18,0.2,Toledo,OH,0.37 ,0.48 
18,0.2,Topeka,KS,0.34 ,0.86 
18,0.2,Traverse City,MI,0.34 ,2.35 
18,0.2,Tucson,AZ,0.47 ,0.80 
18,0.2,Tulsa,OK,0.33 ,0.65 
18,0.2,Tupelo,MS,0.23 ,0.72 
18,0.2,Tuscaloosa,AL,0.28 ,0.46 
18,0.2,Tyler,TX,0.43 ,0.50 
18,0.2,Urbana,IL,0.43 ,0.91 
18,0.2,Ventura,CA,0.89 ,1.02 
18,0.2,Victoria,TX,0.23 ,0.72 
18,0.2,Waco,TX,0.49 ,1.24 
18,0.2,Washington,DC,0.59 ,1.02 
18,0.2,Waterloo,IA,0.31 ,1.18 
18,0.2,Wausau,WI,0.50 ,0.53 
18,0.2,White Plains,NY,0.46 ,0.93 
18,0.2,Wichita Falls,TX,0.35 ,1.88 
18,0.2,Wichita,KS,0.25 ,0.58 
18,0.2,Wilkes-Barre,PA,0.40 ,0.63 
18,0.2,Wilmington,DE,0.47 ,0.83 
18,0.2,Wilmington,NC,0.57 ,1.44 
18,0.2,Winchester,VA,0.45 ,1.32 
18,0.2,Winston-Salem,NC,0.44 ,0.67 
18,0.2,Worcester,MA,0.60 ,1.19 
18,0.2,Yakima,WA,0.70 ,0.96 
18,0.2,York,PA,0.55 ,1.58 
18,0.2,Youngstown,OH,0.44 ,0.91 
18,0.4,Akron,OH,1.06 ,1.54 
18,0.4,Alameda County,CA,1.39 ,2.30 
18,0.4,Albany,GA,0.62 ,1.42 
18,0.4,Albany,NY,0.85 ,1.91 
18,0.4,Albuquerque,NM,1.22 ,1.96 
18,0.4,Alexandria,LA,0.61 ,2.81 
18,0.4,Allentown,PA,0.78 ,1.61 
18,0.4,Altoona,PA,1.10 ,2.18 
18,0.4,Amarillo,TX,0.63 ,0.93 
18,0.4,Anchorage,AK,0.92 ,2.17 
18,0.4,Ann Arbor,MI,1.04 ,1.64 
18,0.4,Appleton,WI,1.39 ,1.85 
18,0.4,Arlington,VA,1.64 ,2.26 
18,0.4,Asheville,NC,0.99 ,1.50 
18,0.4,Atlanta,GA,1.11 ,1.84 
18,0.4,Augusta,GA,0.65 ,0.93 
18,0.4,Aurora,IL,1.07 ,2.25 
18,0.4,Austin,TX,1.42 ,2.02 
18,0.4,Bakersfield,CA,0.96 ,2.24 
18,0.4,Baltimore,MD,0.83 ,1.36 
18,0.4,Bangor,ME,0.79 ,2.05 
18,0.4,Baton Rouge,LA,0.66 ,1.54 
18,0.4,Beaumont,TX,0.97 ,1.77 
18,0.4,Bend,OR,1.18 ,2.89 
18,0.4,Billings,MT,0.52 ,1.77 
18,0.4,Binghamton,NY,0.77 ,3.31 
18,0.4,Birmingham,AL,0.64 ,1.05 
18,0.4,Bismarck,ND,0.48 ,1.18 
18,0.4,Bloomington,IL,0.96 ,2.65 
18,0.4,Blue Island,IL,0.93 ,1.23 
18,0.4,Boise,ID,0.97 ,1.94 
18,0.4,Boston,MA,1.14 ,1.97 
