State,City,Month,Percentage,Percentage of Available Bed,Percentage of Available ICU
CA,Bakersfield,18,0.2,2.17,1.78
MD,Baltimore,18,0.2,1.93,1.29
ME,Bangor,18,0.2,1.48,2.32
LA,Baton Rouge,18,0.2,1.16,1.19
TX,Beaumont,18,0.2,1.54,1.63
OR,Bend,18,0.2,1.94,2.29
MT,Billings,18,0.2,0.93,1.45
NY,Binghamton,18,0.2,1.45,3.41
AL,Birmingham,18,0.2,1.17,1.02
ND,Bismarck,18,0.2,0.79,0.84
IL,Bloomington,18,0.2,1.43,3
IL,Blue Island,18,0.2,2.09,1.12
ID,Boise,18,0.2,1.5,1.44
MA,Boston,18,0.2,2.86,1.79
CO,Boulder,18,0.2,1.61,1.16
FL,Bradenton,18,0.2,1.49,1.18
CT,Bridgeport,18,0.2,2.64,1.62
NY,Bronx,18,0.2,2.42,1.78
TX,Bryan,18,0.2,1.29,1.26
NY,Buffalo,18,0.2,1.62,2.28
VT,Burlington,18,0.2,1.62,1.57
NJ,Camden,18,0.2,1.77,1.51
OH,Canton,18,0.2,1.29,1.03
MO,Cape Girardeau,18,0.2,0.94,0.95
WY,Casper,18,0.2,0.74,1.5
IA,Cedar Rapids,18,0.2,1.18,2.09
SC,Charleston,18,0.2,1.72,1.8
WV,Charleston,18,0.2,1.03,1.37
NC,Charlotte,18,0.2,2.48,1.55
VA,Charlottesville,18,0.2,2.02,2.71
TN,Chattanooga,18,0.2,1.59,1.92
IL,Chicago,18,0.2,1.15,1.22
CA,Chico,18,0.2,2.88,2.09
OH,Cincinnati,18,0.2,1.52,1.36
FL,Clearwater,18,0.2,1.15,2.14
OH,Cleveland,18,0.2,1.12,1.05
CO,Colorado Springs,18,0.2,2.18,2.08
MO,Columbia,18,0.2,1.13,1.43
SC,Columbia,18,0.2,1.68,1.26
GA,Columbus,18,0.2,0.92,1.64
OH,Columbus,18,0.2,1.55,1.97
CA,Contra Costa County,18,0.2,2.26,2.02
TX,Corpus Christi,18,0.2,2.23,2.24
KY,Covington,18,0.2,2.1,1.62
TX,Dallas,18,0.2,1.89,1.62
PA,Danville,18,0.2,1.72,2.88
IA,Davenport,18,0.2,1,1.15
OH,Dayton,18,0.2,2.02,1.84
MI,Dearborn,18,0.2,1.5,0.79
CO,Denver,18,0.2,1.87,1.38
IA,Des Moines,18,0.2,1.32,2.24
MI,Detroit,18,0.2,1.79,1.57
AL,Dothan,18,0.2,1.06,1.76
IA,Dubuque,18,0.2,1.01,3.13
MN,Duluth,18,0.2,1,0.77
NC,Durham,18,0.2,1.78,0.9
NY,East Long Island,18,0.2,5.62,3.17
TX,El Paso,18,0.2,2,3.14
IL,Elgin,18,0.2,2.3,1.73
NY,Elmira,18,0.2,1.3,3.71
OH,Elyria,18,0.2,1.71,1.9
PA,Erie,18,0.2,1.47,1.3
OR,Eugene,18,0.2,2.68,1.91
IL,Evanston,18,0.2,1.97,1.05
IN,Evansville,18,0.2,0.92,0.68
WA,Everett,18,0.2,3.08,4.08
ND,Fargo/Moorhead MN,18,0.2,1.07,1.79
MI,Flint,18,0.2,1.7,1.45
SC,Florence,18,0.2,1.1,0.73
CO,Fort Collins,18,0.2,1.51,3.86
FL,Fort Lauderdale,18,0.2,1.62,1.71
FL,Fort Myers,18,0.2,1.92,2.51
AR,Fort Smith,18,0.2,1.06,1.02
IN,Fort Wayne,18,0.2,1.14,0.9
TX,Fort Worth,18,0.2,2.25,1.77
CA,Fresno,18,0.2,2.99,2.25
FL,Gainesville,18,0.2,1.81,1.05
IN,Gary,18,0.2,1.12,0.81
ND,Grand Forks,18,0.2,0.63,1.39
CO,Grand Junction,18,0.2,1.54,1.64
MI,Grand Rapids,18,0.2,1.76,2.09
MT,Great Falls,18,0.2,0.57,0.85
CO,Greeley,18,0.2,1.34,2.04
WI,Green Bay,18,0.2,1.48,1.88
NC,Greensboro,18,0.2,2.54,2.11
NC,Greenville,18,0.2,1.96,1.16
SC,Greenville,18,0.2,1.7,3.59
MS,Gulfport,18,0.2,1,0.78
NJ,Hackensack,18,0.2,1.8,2.08
TX,Harlingen,18,0.2,1.41,1.84
PA,Harrisburg,18,0.2,1.63,2.72
CT,Hartford,18,0.2,2.9,2.05
MS,Hattiesburg,18,0.2,0.86,1.57
NC,Hickory,18,0.2,1.66,1.84
IL,Hinsdale,18,0.2,1.72,0.83
HI,Honolulu,18,0.2,2.56,3.04
LA,Houma,18,0.2,0.93,1.25
TX,Houston,18,0.2,1.82,1.5
FL,Hudson,18,0.2,2.05,1.71
WV,Huntington,18,0.2,1.33,0.88
AL,Huntsville,18,0.2,1.62,1.68
ID,Idaho Falls,18,0.2,1.13,1.33
IN,Indianapolis,18,0.2,1.21,1.08
IA,Iowa City,18,0.2,0.94,0.84
MS,Jackson,18,0.2,0.73,1.03
TN,Jackson,18,0.2,1.11,0.91
FL,Jacksonville,18,0.2,1.49,1.42
TN,Johnson City,18,0.2,1.26,1.21
PA,Johnstown,18,0.2,0.75,1.44
IL,Joliet,18,0.2,1.4,1.87
AR,Jonesboro,18,0.2,0.84,1.61
MO,Joplin,18,0.2,1.03,0.8
MI,Kalamazoo,18,0.2,1.39,4.86
MO,Kansas City,18,0.2,1.33,1.32
OH,Kettering,18,0.2,1.49,1.6
TN,Kingsport,18,0.2,1.05,1.03
TN,Knoxville,18,0.2,1.7,3.01
WI,La Crosse,18,0.2,1.79,1.27
IN,Lafayette,18,0.2,1.84,2.71
LA,Lafayette,18,0.2,1.23,1.06
LA,Lake Charles,18,0.2,0.89,0.91
FL,Lakeland,18,0.2,1.53,1.12
PA,Lancaster,18,0.2,2.06,2.63
MI,Lansing,18,0.2,1.6,0.94
NV,Las Vegas,18,0.2,2.83,2.04
OK,Lawton,18,0.2,0.8,0.94
NH,Lebanon,18,0.2,1.78,1.18
KY,Lexington,18,0.2,1.04,1.35
NE,Lincoln,18,0.2,0.82,2.73
AR,Little Rock,18,0.2,1.02,1.36
TX,Longview,18,0.2,3,1.52
CA,Los Angeles,18,0.2,2.13,1.58
KY,Louisville,18,0.2,1.48,1.64
TX,Lubbock,18,0.2,1.06,1.22
VA,Lynchburg,18,0.2,1.29,2.2
GA,Macon,18,0.2,1.19,1.95
WI,Madison,18,0.2,1.91,1.42
NH,Manchester,18,0.2,2.23,2.64
NY,Manhattan,18,0.2,2.45,1.29
MI,Marquette,18,0.2,1.07,1.83
WI,Marshfield,18,0.2,1.95,1.76
IA,Mason City,18,0.2,0.79,3.5
TX,McAllen,18,0.2,1.02,0.68
OR,Medford,18,0.2,1.79,2.96
IL,Melrose Park,18,0.2,1.66,1.45
TN,Memphis,18,0.2,1.2,1.89
MS,Meridian,18,0.2,0.61,1.58
AZ,Mesa,18,0.2,3.17,2.04
LA,Metairie,18,0.2,1.65,1.64
FL,Miami,18,0.2,1.68,1.91
WI,Milwaukee,18,0.2,1.7,1.24
MN,Minneapolis,18,0.2,1.89,2.09
ND,Minot,18,0.2,0.53,2.33
MT,Missoula,18,0.2,1.28,1.64
AL,Mobile,18,0.2,1.7,1.27
CA,Modesto,18,0.2,2.62,2.95
LA,Monroe,18,0.2,0.66,1.11
AL,Montgomery,18,0.2,1.41,1.15
WV,Morgantown,18,0.2,1.2,1.63
NJ,Morristown,18,0.2,2.45,2.89
IN,Muncie,18,0.2,1.83,3.25
IN,Munster,18,0.2,0.68,1.12
MI,Muskegon,18,0.2,1.52,1.05
CA,Napa,18,0.2,2.66,1.1
TN,Nashville,18,0.2,1.38,1.38
WI,Neenah,18,0.2,1.34,1.52
NJ,New Brunswick,18,0.2,2.47,1.29
CT,New Haven,18,0.2,3.52,1.97
LA,New Orleans,18,0.2,1.14,1.36
NJ,Newark,18,0.2,2.13,1.19
VA,Newport News,18,0.2,3.24,1.96
VA,Norfolk,18,0.2,2.35,2.38
FL,Ocala,18,0.2,3.1,2.1
TX,Odessa,18,0.2,0.93,1.39
UT,Ogden,18,0.2,1.7,1.57
OK,Oklahoma City,18,0.2,1.1,1.28
WA,Olympia,18,0.2,3.4,2.56
NE,Omaha,18,0.2,1.05,1.07
CA,Orange County,18,0.2,2.14,1.73
FL,Orlando,18,0.2,1.75,1.41
FL,Ormond Beach,18,0.2,1.81,1.19
KY,Owensboro,18,0.2,1.18,1.57
MS,Oxford,18,0.2,0.61,1.53
KY,Paducah,18,0.2,0.69,1.04
CA,Palm Springs/Rancho Mira,18,0.2,1.44,2.91
NJ,Paterson,18,0.2,1.07,5.08
FL,Pensacola,18,0.2,1.54,1.38
IL,Peoria,18,0.2,1.34,1.32
MI,Petoskey,18,0.2,1.5,1.36
PA,Philadelphia,18,0.2,1.66,1.18
AZ,Phoenix,18,0.2,1.95,1.29
PA,Pittsburgh,18,0.2,1.57,1.12
MI,Pontiac,18,0.2,2.12,1.49
ME,Portland,18,0.2,2.26,1.91
OR,Portland,18,0.2,2.3,1.54
RI,Providence,18,0.2,2.59,2.35
UT,Provo,18,0.2,1.98,1.52
CO,Pueblo,18,0.2,1.08,4
NC,Raleigh,18,0.2,2.65,1.98
SD,Rapid City,18,0.2,0.93,1.75
PA,Reading,18,0.2,1.53,1.86
CA,Redding,18,0.2,1.8,0.97
NV,Reno,18,0.2,1.68,0.94
VA,Richmond,18,0.2,1.71,1.9
NJ,Ridgewood,18,0.2,2.23,1.89
VA,Roanoke,18,0.2,1.77,1.02
MN,Rochester,18,0.2,0.99,0.71
NY,Rochester,18,0.2,2.28,2.34
IL,Rockford,18,0.2,1.65,1.15
GA,Rome,18,0.2,1.76,2.75
MI,Royal Oak,18,0.2,1.18,1.13
CA,Sacramento,18,0.2,2.86,1.81
MI,Saginaw,18,0.2,0.95,1.6
OR,Salem,18,0.2,3.01,5
CA,Salinas,18,0.2,1.88,1.57
MD,Salisbury,18,0.2,3.73,3
UT,Salt Lake City,18,0.2,1.54,1.06
TX,San Angelo,18,0.2,0.71,1.47
TX,San Antonio,18,0.2,1.59,1.94
CA,San Bernardino,18,0.2,2.01,1.95
CA,San Diego,18,0.2,2.76,1.59
CA,San Francisco,18,0.2,2.02,1.21
CA,San Jose,18,0.2,2.84,1.88
CA,San Luis Obispo,18,0.2,1.94,1.3
CA,San Mateo County,18,0.2,2.67,1.48
CA,Santa Barbara,18,0.2,2.64,2
CA,Santa Cruz,18,0.2,2.44,7.33
CA,Santa Rosa,18,0.2,2.42,1.8
FL,Sarasota,18,0.2,1.24,1.17
GA,Savannah,18,0.2,1.96,2.51
PA,Sayre,18,0.2,1.32,1.11
PA,Scranton,18,0.2,1.46,1.68
WA,Seattle,18,0.2,3.18,2.22
LA,Shreveport,18,0.2,0.9,0.95
IA,Sioux City,18,0.2,0.99,1.7
SD,Sioux Falls,18,0.2,0.67,2.31
LA,Slidell,18,0.2,0.81,0.43
IN,South Bend,18,0.2,1.78,1.51
SC,Spartanburg,18,0.2,1.96,0.92
WA,Spokane,18,0.2,1.33,1.78
AR,Springdale,18,0.2,1.28,1.15
IL,Springfield,18,0.2,1,1.63
MA,Springfield,18,0.2,2.19,1.62
MO,Springfield,18,0.2,1.56,2.1
MN,St. Cloud,18,0.2,1.62,2.44
MI,St. Joseph,18,0.2,0.86,2.44
MO,St. Louis,18,0.2,1.12,0.96
MN,St. Paul,18,0.2,2.64,3.42
FL,St. Petersburg,18,0.2,1.08,2.24
CA,Stockton,18,0.2,2.53,2.15
AZ,Sun City,18,0.2,1.32,0.72
NY,Syracuse,18,0.2,1.59,2.12
WA,Tacoma,18,0.2,3.15,1.97
MD,Takoma Park,18,0.2,4.78,3.08
FL,Tallahassee,18,0.2,2,2.56
FL,Tampa,18,0.2,1.64,1.37
TX,Temple,18,0.2,1.86,1.52
IN,Terre Haute,18,0.2,1.23,0.76
AR,Texarkana,18,0.2,0.95,0.65
OH,Toledo,18,0.2,1.25,0.84
KS,Topeka,18,0.2,1.08,1.41
MI,Traverse City,18,0.2,1.22,5.71
AZ,Tucson,18,0.2,1.52,1.23
OK,Tulsa,18,0.2,1.09,1.32
MS,Tupelo,18,0.2,0.69,0.98
AL,Tuscaloosa,18,0.2,1.3,1.11
TX,Tyler,18,0.2,1.53,0.69
IL,Urbana,18,0.2,1.36,1.3
CA,Ventura,18,0.2,4.35,1.38
TX,Victoria,18,0.2,0.6,1.28
TX,Waco,18,0.2,1.85,2.17
DC,Washington,18,0.2,2.45,1.91
IA,Waterloo,18,0.2,0.9,1.74
WI,Wausau,18,0.2,1.84,0.69
NY,White Plains,18,0.2,2.73,1.28
TX,Wichita Falls,18,0.2,0.95,3.75
KS,Wichita,18,0.2,0.78,0.93
PA,Wilkes-Barre,18,0.2,1.39,1.67
DE,Wilmington,18,0.2,1.92,2
NC,Wilmington,18,0.2,2.84,4.59
VA,Winchester,18,0.2,1.79,3.18
NC,Winston-Salem,18,0.2,1.96,4.5
MA,Worcester,18,0.2,2.77,2.93
WA,Yakima,18,0.2,2,1.3
PA,York,18,0.2,2.35,8.5
OH,Youngstown,18,0.2,1.69,1.55
OH,Akron,18,0.4,1.92,2.3
CA,Alameda County,18,0.4,3.52,3.57
GA,Albany,18,0.4,1.29,2.26
NY,Albany,18,0.4,1.71,3.05
NM,Albuquerque,18,0.4,2.21,3.29
LA,Alexandria,18,0.4,1,4.35
PA,Allentown,18,0.4,1.39,2.68
PA,Altoona,18,0.4,1.85,3.56
TX,Amarillo,18,0.4,0.88,1.62
AK,Anchorage,18,0.4,1.83,3.67
MI,Ann Arbor,18,0.4,2.3,3.54
WI,Appleton,18,0.4,2.09,2.7
VA,Arlington,18,0.4,3.39,4.08
NC,Asheville,18,0.4,1.86,3.04
GA,Atlanta,18,0.4,2.69,4.34
GA,Augusta,18,0.4,1.18,1.99
IL,Aurora,18,0.4,1.52,3.6
TX,Austin,18,0.4,2.68,3.48
CA,Bakersfield,18,0.4,2.17,3.57
MD,Baltimore,18,0.4,1.93,2.58
ME,Bangor,18,0.4,1.48,4.68
LA,Baton Rouge,18,0.4,1.16,2.39
TX,Beaumont,18,0.4,1.54,3.26
OR,Bend,18,0.4,1.94,4.59
MT,Billings,18,0.4,0.93,2.89
NY,Binghamton,18,0.4,1.45,6.82
AL,Birmingham,18,0.4,1.17,2.05
ND,Bismarck,18,0.4,0.79,1.7
IL,Bloomington,18,0.4,1.43,6.1
IL,Blue Island,18,0.4,2.09,2.23
ID,Boise,18,0.4,1.5,2.87
MA,Boston,18,0.4,2.86,3.58
CO,Boulder,18,0.4,1.61,2.33
FL,Bradenton,18,0.4,1.49,2.37
CT,Bridgeport,18,0.4,2.64,3.22
NY,Bronx,18,0.4,2.42,3.57
TX,Bryan,18,0.4,1.29,2.5
NY,Buffalo,18,0.4,1.62,4.57
VT,Burlington,18,0.4,1.62,3.15
NJ,Camden,18,0.4,1.77,3.02
OH,Canton,18,0.4,1.29,2.06
MO,Cape Girardeau,18,0.4,0.94,1.88
WY,Casper,18,0.4,0.74,3.05
IA,Cedar Rapids,18,0.4,1.18,4.23
SC,Charleston,18,0.4,1.72,3.6
WV,Charleston,18,0.4,1.03,2.73
NC,Charlotte,18,0.4,2.48,3.11
VA,Charlottesville,18,0.4,2.02,5.4
TN,Chattanooga,18,0.4,1.59,3.83
IL,Chicago,18,0.4,1.15,2.44
CA,Chico,18,0.4,2.88,4.17
OH,Cincinnati,18,0.4,1.52,2.71
FL,Clearwater,18,0.4,1.15,4.27
OH,Cleveland,18,0.4,1.12,2.1
CO,Colorado Springs,18,0.4,2.18,4.16
MO,Columbia,18,0.4,1.13,2.87
SC,Columbia,18,0.4,1.68,2.52
GA,Columbus,18,0.4,0.92,3.24
OH,Columbus,18,0.4,1.55,3.95
CA,Contra Costa County,18,0.4,2.26,4.05
TX,Corpus Christi,18,0.4,2.23,4.5
KY,Covington,18,0.4,2.1,3.21
TX,Dallas,18,0.4,1.89,3.24
PA,Danville,18,0.4,1.72,5.76
IA,Davenport,18,0.4,1,2.32
OH,Dayton,18,0.4,2.02,3.7
MI,Dearborn,18,0.4,1.5,1.58
CO,Denver,18,0.4,1.87,2.76
IA,Des Moines,18,0.4,1.32,4.46
MI,Detroit,18,0.4,1.79,3.15
AL,Dothan,18,0.4,1.06,3.55
IA,Dubuque,18,0.4,1.01,6.38
MN,Duluth,18,0.4,1,1.52
NC,Durham,18,0.4,1.78,1.8
NY,East Long Island,18,0.4,5.62,6.34
TX,El Paso,18,0.4,2,6.29
IL,Elgin,18,0.4,2.3,3.45
NY,Elmira,18,0.4,1.3,7.36
OH,Elyria,18,0.4,1.71,3.81
PA,Erie,18,0.4,1.47,2.58
OR,Eugene,18,0.4,2.68,3.83
IL,Evanston,18,0.4,1.97,2.09
IN,Evansville,18,0.4,0.92,1.34
WA,Everett,18,0.4,3.08,8.12
ND,Fargo/Moorhead MN,18,0.4,1.07,3.56
MI,Flint,18,0.4,1.7,2.91
SC,Florence,18,0.4,1.1,1.46
CO,Fort Collins,18,0.4,1.51,7.79
FL,Fort Lauderdale,18,0.4,1.62,3.41
FL,Fort Myers,18,0.4,1.92,5
AR,Fort Smith,18,0.4,1.06,2.05
IN,Fort Wayne,18,0.4,1.14,1.79
TX,Fort Worth,18,0.4,2.25,3.55
CA,Fresno,18,0.4,2.99,4.49
FL,Gainesville,18,0.4,1.81,2.09
IN,Gary,18,0.4,1.12,1.63
ND,Grand Forks,18,0.4,0.63,2.83
CO,Grand Junction,18,0.4,1.54,3.24
MI,Grand Rapids,18,0.4,1.76,4.19
MT,Great Falls,18,0.4,0.57,1.7
CO,Greeley,18,0.4,1.34,4.07
WI,Green Bay,18,0.4,1.48,3.74
NC,Greensboro,18,0.4,2.54,4.21
NC,Greenville,18,0.4,1.96,2.32
SC,Greenville,18,0.4,1.7,7.17
MS,Gulfport,18,0.4,1,1.53
NJ,Hackensack,18,0.4,1.8,4.16
TX,Harlingen,18,0.4,1.41,3.66
PA,Harrisburg,18,0.4,1.63,5.43
CT,Hartford,18,0.4,2.9,4.1
MS,Hattiesburg,18,0.4,0.86,3.13
NC,Hickory,18,0.4,1.66,3.68
IL,Hinsdale,18,0.4,1.72,1.66
HI,Honolulu,18,0.4,2.56,6.07
LA,Houma,18,0.4,0.93,2.5
TX,Houston,18,0.4,1.82,3
FL,Hudson,18,0.4,2.05,3.42
WV,Huntington,18,0.4,1.33,1.75
AL,Huntsville,18,0.4,1.62,3.36
ID,Idaho Falls,18,0.4,1.13,2.67
IN,Indianapolis,18,0.4,1.21,2.15
IA,Iowa City,18,0.4,0.94,1.69
MS,Jackson,18,0.4,0.73,2.07
TN,Jackson,18,0.4,1.11,1.81
FL,Jacksonville,18,0.4,1.49,2.85
TN,Johnson City,18,0.4,1.26,2.41
PA,Johnstown,18,0.4,0.75,2.84
IL,Joliet,18,0.4,1.4,3.74
AR,Jonesboro,18,0.4,0.84,3.22
MO,Joplin,18,0.4,1.03,1.61
MI,Kalamazoo,18,0.4,1.39,9.71
MO,Kansas City,18,0.4,1.33,2.64
OH,Kettering,18,0.4,1.49,3.19
TN,Kingsport,18,0.4,1.05,2.07
TN,Knoxville,18,0.4,1.7,6.03
WI,La Crosse,18,0.4,1.79,2.55
IN,Lafayette,18,0.4,1.84,5.36
LA,Lafayette,18,0.4,1.23,2.11
LA,Lake Charles,18,0.4,0.89,1.84
FL,Lakeland,18,0.4,1.53,2.25
PA,Lancaster,18,0.4,2.06,5.25
MI,Lansing,18,0.4,1.6,1.89
NV,Las Vegas,18,0.4,2.83,4.08
OK,Lawton,18,0.4,0.8,1.84
NH,Lebanon,18,0.4,1.78,2.34
KY,Lexington,18,0.4,1.04,2.7
NE,Lincoln,18,0.4,0.82,5.48
AR,Little Rock,18,0.4,1.02,2.72
TX,Longview,18,0.4,3,3.05
CA,Los Angeles,18,0.4,2.13,3.15
KY,Louisville,18,0.4,1.48,3.28
TX,Lubbock,18,0.4,1.06,2.45
VA,Lynchburg,18,0.4,1.29,4.4
GA,Macon,18,0.4,1.19,3.89
WI,Madison,18,0.4,1.91,2.83
NH,Manchester,18,0.4,2.23,5.3
NY,Manhattan,18,0.4,2.45,2.59
MI,Marquette,18,0.4,1.07,3.61
WI,Marshfield,18,0.4,1.95,3.56
IA,Mason City,18,0.4,0.79,7
TX,McAllen,18,0.4,1.02,1.37
OR,Medford,18,0.4,1.79,5.92
IL,Melrose Park,18,0.4,1.66,2.89
TN,Memphis,18,0.4,1.2,3.78
MS,Meridian,18,0.4,0.61,3.11
AZ,Mesa,18,0.4,3.17,4.07
LA,Metairie,18,0.4,1.65,3.3
FL,Miami,18,0.4,1.68,3.81
WI,Milwaukee,18,0.4,1.7,2.48
MN,Minneapolis,18,0.4,1.89,4.18
ND,Minot,18,0.4,0.53,4.78
MT,Missoula,18,0.4,1.28,3.28
AL,Mobile,18,0.4,1.7,2.54
CA,Modesto,18,0.4,2.62,5.93
LA,Monroe,18,0.4,0.66,2.22
AL,Montgomery,18,0.4,1.41,2.3
WV,Morgantown,18,0.4,1.2,3.25
NJ,Morristown,18,0.4,2.45,5.76
IN,Muncie,18,0.4,1.83,6.38
IN,Munster,18,0.4,0.68,2.21
MI,Muskegon,18,0.4,1.52,2.1
CA,Napa,18,0.4,2.66,2.2
TN,Nashville,18,0.4,1.38,2.77
WI,Neenah,18,0.4,1.34,3.04
NJ,New Brunswick,18,0.4,2.47,2.59
CT,New Haven,18,0.4,3.52,3.94
LA,New Orleans,18,0.4,1.14,2.73
NJ,Newark,18,0.4,2.13,2.38
VA,Newport News,18,0.4,3.24,3.91
VA,Norfolk,18,0.4,2.35,4.76
FL,Ocala,18,0.4,3.1,4.2
TX,Odessa,18,0.4,0.93,2.79
UT,Ogden,18,0.4,1.7,3.14
OK,Oklahoma City,18,0.4,1.1,2.57
WA,Olympia,18,0.4,3.4,5.12
NE,Omaha,18,0.4,1.05,2.14
CA,Orange County,18,0.4,2.14,3.46
FL,Orlando,18,0.4,1.75,2.82
FL,Ormond Beach,18,0.4,1.81,2.37
KY,Owensboro,18,0.4,1.18,3.21
MS,Oxford,18,0.4,0.61,3
KY,Paducah,18,0.4,0.69,2.09
CA,Palm Springs/Rancho Mira,18,0.4,1.44,5.78
NJ,Paterson,18,0.4,1.07,10.08
FL,Pensacola,18,0.4,1.54,2.76
IL,Peoria,18,0.4,1.34,2.66
MI,Petoskey,18,0.4,1.5,2.73
PA,Philadelphia,18,0.4,1.66,2.37
AZ,Phoenix,18,0.4,1.95,2.59
PA,Pittsburgh,18,0.4,1.57,2.24
MI,Pontiac,18,0.4,2.12,2.98
ME,Portland,18,0.4,2.26,3.82
OR,Portland,18,0.4,2.3,3.09
RI,Providence,18,0.4,2.59,4.7
UT,Provo,18,0.4,1.98,3.04
CO,Pueblo,18,0.4,1.08,8
NC,Raleigh,18,0.4,2.65,3.94
SD,Rapid City,18,0.4,0.93,3.45
PA,Reading,18,0.4,1.53,3.72
CA,Redding,18,0.4,1.8,1.93
NV,Reno,18,0.4,1.68,1.88
VA,Richmond,18,0.4,1.71,3.79
NJ,Ridgewood,18,0.4,2.23,3.77
VA,Roanoke,18,0.4,1.77,2.03
MN,Rochester,18,0.4,0.99,1.43
NY,Rochester,18,0.4,2.28,4.69
IL,Rockford,18,0.4,1.65,2.29
GA,Rome,18,0.4,1.76,5.5
MI,Royal Oak,18,0.4,1.18,2.28
CA,Sacramento,18,0.4,2.86,3.62
MI,Saginaw,18,0.4,0.95,3.22
OR,Salem,18,0.4,3.01,10
CA,Salinas,18,0.4,1.88,3.14
MD,Salisbury,18,0.4,3.73,6
UT,Salt Lake City,18,0.4,1.54,2.11
TX,San Angelo,18,0.4,0.71,2.94
TX,San Antonio,18,0.4,1.59,3.87
CA,San Bernardino,18,0.4,2.01,3.9
CA,San Diego,18,0.4,2.76,3.18
CA,San Francisco,18,0.4,2.02,2.42
CA,San Jose,18,0.4,2.84,3.76
CA,San Luis Obispo,18,0.4,1.94,2.61
CA,San Mateo County,18,0.4,2.67,2.95
CA,Santa Barbara,18,0.4,2.64,3.97
CA,Santa Cruz,18,0.4,2.44,14.67
CA,Santa Rosa,18,0.4,2.42,3.58
FL,Sarasota,18,0.4,1.24,2.32
GA,Savannah,18,0.4,1.96,5
PA,Sayre,18,0.4,1.32,2.25
PA,Scranton,18,0.4,1.46,3.39
WA,Seattle,18,0.4,3.18,4.43
LA,Shreveport,18,0.4,0.9,1.89
IA,Sioux City,18,0.4,0.99,3.39
SD,Sioux Falls,18,0.4,0.67,4.62
LA,Slidell,18,0.4,0.81,0.86
IN,South Bend,18,0.4,1.78,3.03
SC,Spartanburg,18,0.4,1.96,1.85
WA,Spokane,18,0.4,1.33,3.57
AR,Springdale,18,0.4,1.28,2.3
IL,Springfield,18,0.4,1,3.25
MA,Springfield,18,0.4,2.19,3.25
MO,Springfield,18,0.4,1.56,4.21
MN,St. Cloud,18,0.4,1.62,4.94
MI,St. Joseph,18,0.4,0.86,5
MO,St. Louis,18,0.4,1.12,1.91
MN,St. Paul,18,0.4,2.64,6.81
FL,St. Petersburg,18,0.4,1.08,4.45
CA,Stockton,18,0.4,2.53,4.29
AZ,Sun City,18,0.4,1.32,1.43
NY,Syracuse,18,0.4,1.59,4.25
WA,Tacoma,18,0.4,3.15,3.95
MD,Takoma Park,18,0.4,4.78,6.17
FL,Tallahassee,18,0.4,2,5.14
FL,Tampa,18,0.4,1.64,2.75
TX,Temple,18,0.4,1.86,3.04
IN,Terre Haute,18,0.4,1.23,1.49
AR,Texarkana,18,0.4,0.95,1.27
OH,Toledo,18,0.4,1.25,1.69
KS,Topeka,18,0.4,1.08,2.82
MI,Traverse City,18,0.4,1.22,11.43
AZ,Tucson,18,0.4,1.52,2.46
OK,Tulsa,18,0.4,1.09,2.64
MS,Tupelo,18,0.4,0.69,1.98
AL,Tuscaloosa,18,0.4,1.3,2.22
TX,Tyler,18,0.4,1.53,1.39
IL,Urbana,18,0.4,1.36,2.61
CA,Ventura,18,0.4,4.35,2.76
TX,Victoria,18,0.4,0.6,2.56
TX,Waco,18,0.4,1.85,4.33
DC,Washington,18,0.4,2.45,3.82
IA,Waterloo,18,0.4,0.9,3.53
WI,Wausau,18,0.4,1.84,1.38
NY,White Plains,18,0.4,2.73,2.57
TX,Wichita Falls,18,0.4,0.95,7.63
KS,Wichita,18,0.4,0.78,1.87
PA,Wilkes-Barre,18,0.4,1.39,3.38
DE,Wilmington,18,0.4,1.92,3.98
NC,Wilmington,18,0.4,2.84,9.24
VA,Winchester,18,0.4,1.79,6.32
NC,Winston-Salem,18,0.4,1.96,9
MA,Worcester,18,0.4,2.77,5.88
WA,Yakima,18,0.4,2,2.58
PA,York,18,0.4,2.35,17.13
OH,Youngstown,18,0.4,1.69,3.09
OH,Akron,18,0.6,2.89,3.44
CA,Alameda County,18,0.6,5.28,5.35
GA,Albany,18,0.6,1.93,3.41
NY,Albany,18,0.6,2.57,4.58
NM,Albuquerque,18,0.6,3.32,4.93
LA,Alexandria,18,0.6,1.5,6.55
PA,Allentown,18,0.6,2.08,4.01
PA,Altoona,18,0.6,2.78,5.33
TX,Amarillo,18,0.6,1.33,2.44
AK,Anchorage,18,0.6,2.74,5.53
MI,Ann Arbor,18,0.6,3.45,5.31
WI,Appleton,18,0.6,3.14,4.08
VA,Arlington,18,0.6,5.09,6.12
NC,Asheville,18,0.6,2.79,4.57
GA,Atlanta,18,0.6,4.03,6.51
GA,Augusta,18,0.6,1.77,2.99
IL,Aurora,18,0.6,2.28,5.44
TX,Austin,18,0.6,4.02,5.22
CA,Bakersfield,18,0.6,3.25,5.35
MD,Baltimore,18,0.6,2.9,3.87
ME,Bangor,18,0.6,2.22,7
LA,Baton Rouge,18,0.6,1.73,3.58
TX,Beaumont,18,0.6,2.31,4.86
OR,Bend,18,0.6,2.91,6.88
MT,Billings,18,0.6,1.4,4.34
NY,Binghamton,18,0.6,2.17,10.24
AL,Birmingham,18,0.6,1.76,3.07
